ligand_id,file_prefix,label,train_test_split,atom_count,xsize,ysize,zsize,p_atom_count1,p_atom_count2,p_xsize,p_ysize,p_zsize
5nbw,2/pdbbind2016_refined_train_3dnn/5nbw,8.59,0,0,0,0,0,0,0,0,0,0
5ndf,2/pdbbind2016_refined_train_3dnn/5ndf,5.85,0,0,0,0,0,0,0,0,0,0
5ne5,2/pdbbind2016_refined_train_3dnn/5ne5,7.41,0,0,0,0,0,0,0,0,0,0
5nea,2/pdbbind2016_refined_train_3dnn/5nea,10.3,0,0,0,0,0,0,0,0,0,0
5neb,2/pdbbind2016_refined_train_3dnn/5neb,7.77,0,0,0,0,0,0,0,0,0,0
5nee,2/pdbbind2016_refined_train_3dnn/5nee,10.7,0,0,0,0,0,0,0,0,0,0
5ngz,2/pdbbind2016_refined_train_3dnn/5ngz,2.89,0,0,0,0,0,0,0,0,0,0
5nih,2/pdbbind2016_refined_train_3dnn/5nih,6.87,0,0,0,0,0,0,0,0,0,0
5njz,2/pdbbind2016_refined_train_3dnn/5njz,7.8,0,0,0,0,0,0,0,0,0,0
5nk2,2/pdbbind2016_refined_train_3dnn/5nk2,6.74,0,0,0,0,0,0,0,0,0,0
5nk4,2/pdbbind2016_refined_train_3dnn/5nk4,8.7,0,0,0,0,0,0,0,0,0,0
5nk6,2/pdbbind2016_refined_train_3dnn/5nk6,6.8,0,0,0,0,0,0,0,0,0,0
5nk8,2/pdbbind2016_refined_train_3dnn/5nk8,6.64,0,0,0,0,0,0,0,0,0,0
5nk9,2/pdbbind2016_refined_train_3dnn/5nk9,6.14,0,0,0,0,0,0,0,0,0,0
5nka,2/pdbbind2016_refined_train_3dnn/5nka,5.46,0,0,0,0,0,0,0,0,0,0
5nkd,2/pdbbind2016_refined_train_3dnn/5nkd,7.59,0,0,0,0,0,0,0,0,0,0
5nkg,2/pdbbind2016_refined_train_3dnn/5nkg,7.68,0,0,0,0,0,0,0,0,0,0
5nkh,2/pdbbind2016_refined_train_3dnn/5nkh,7.59,0,0,0,0,0,0,0,0,0,0
5nki,2/pdbbind2016_refined_train_3dnn/5nki,7.72,0,0,0,0,0,0,0,0,0,0
5nlk,2/pdbbind2016_refined_train_3dnn/5nlk,7.46,0,0,0,0,0,0,0,0,0,0
5nn6,2/pdbbind2016_refined_train_3dnn/5nn6,5.52,0,0,0,0,0,0,0,0,0,0
5nvv,2/pdbbind2016_refined_train_3dnn/5nvv,6.7,0,0,0,0,0,0,0,0,0,0
5nvw,2/pdbbind2016_refined_train_3dnn/5nvw,6.77,0,0,0,0,0,0,0,0,0,0
5nvx,2/pdbbind2016_refined_train_3dnn/5nvx,7.05,0,0,0,0,0,0,0,0,0,0
5nw0,2/pdbbind2016_refined_train_3dnn/5nw0,6.52,0,0,0,0,0,0,0,0,0,0
5nw1,2/pdbbind2016_refined_train_3dnn/5nw1,6.6,0,0,0,0,0,0,0,0,0,0
5nw2,2/pdbbind2016_refined_train_3dnn/5nw2,6.49,0,0,0,0,0,0,0,0,0,0
5nw7,2/pdbbind2016_refined_train_3dnn/5nw7,5.77,0,0,0,0,0,0,0,0,0,0
5nwe,2/pdbbind2016_refined_train_3dnn/5nwe,4.88,0,0,0,0,0,0,0,0,0,0
5nwi,2/pdbbind2016_refined_train_3dnn/5nwi,6.16,0,0,0,0,0,0,0,0,0,0
5nxg,2/pdbbind2016_refined_train_3dnn/5nxg,8.55,0,0,0,0,0,0,0,0,0,0
5nxo,2/pdbbind2016_refined_train_3dnn/5nxo,8.31,0,0,0,0,0,0,0,0,0,0
5nxw,2/pdbbind2016_refined_train_3dnn/5nxw,7.24,0,0,0,0,0,0,0,0,0,0
5ny1,2/pdbbind2016_refined_train_3dnn/5ny1,6.44,0,0,0,0,0,0,0,0,0,0
5ny3,2/pdbbind2016_refined_train_3dnn/5ny3,7.47,0,0,0,0,0,0,0,0,0,0
5nya,2/pdbbind2016_refined_train_3dnn/5nya,6.38,0,0,0,0,0,0,0,0,0,0
5nyh,2/pdbbind2016_refined_train_3dnn/5nyh,7.73,0,0,0,0,0,0,0,0,0,0
5nz4,2/pdbbind2016_refined_train_3dnn/5nz4,6.28,0,0,0,0,0,0,0,0,0,0
5nze,2/pdbbind2016_refined_train_3dnn/5nze,6.39,0,0,0,0,0,0,0,0,0,0
5nzf,2/pdbbind2016_refined_train_3dnn/5nzf,4.03,0,0,0,0,0,0,0,0,0,0
5nzn,2/pdbbind2016_refined_train_3dnn/5nzn,3.66,0,0,0,0,0,0,0,0,0,0
5o07,2/pdbbind2016_refined_train_3dnn/5o07,7.47,0,0,0,0,0,0,0,0,0,0
5o1d,2/pdbbind2016_refined_train_3dnn/5o1d,4.66,0,0,0,0,0,0,0,0,0,0
5o1f,2/pdbbind2016_refined_train_3dnn/5o1f,4.52,0,0,0,0,0,0,0,0,0,0
5o1h,2/pdbbind2016_refined_train_3dnn/5o1h,4.85,0,0,0,0,0,0,0,0,0,0
5o2d,2/pdbbind2016_refined_train_3dnn/5o2d,5.68,0,0,0,0,0,0,0,0,0,0
5o4f,2/pdbbind2016_refined_train_3dnn/5o4f,6.68,0,0,0,0,0,0,0,0,0,0
5o58,2/pdbbind2016_refined_train_3dnn/5o58,6.72,0,0,0,0,0,0,0,0,0,0
5o5a,2/pdbbind2016_refined_train_3dnn/5o5a,4.77,0,0,0,0,0,0,0,0,0,0
5o87,2/pdbbind2016_refined_train_3dnn/5o87,6.61,0,0,0,0,0,0,0,0,0,0
5o9o,2/pdbbind2016_refined_train_3dnn/5o9o,4.89,0,0,0,0,0,0,0,0,0,0
5o9p,2/pdbbind2016_refined_train_3dnn/5o9p,5.09,0,0,0,0,0,0,0,0,0,0
5o9q,2/pdbbind2016_refined_train_3dnn/5o9q,5.21,0,0,0,0,0,0,0,0,0,0
5o9r,2/pdbbind2016_refined_train_3dnn/5o9r,5.39,0,0,0,0,0,0,0,0,0,0
5o9y,2/pdbbind2016_refined_train_3dnn/5o9y,5.34,0,0,0,0,0,0,0,0,0,0
5oa6,2/pdbbind2016_refined_train_3dnn/5oa6,5.51,0,0,0,0,0,0,0,0,0,0
5obg,2/pdbbind2016_refined_train_3dnn/5obg,7.13,0,0,0,0,0,0,0,0,0,0
5od1,2/pdbbind2016_refined_train_3dnn/5od1,5.96,0,0,0,0,0,0,0,0,0,0
5odx,2/pdbbind2016_refined_train_3dnn/5odx,6.71,0,0,0,0,0,0,0,0,0,0
5ogb,2/pdbbind2016_refined_train_3dnn/5ogb,7.47,0,0,0,0,0,0,0,0,0,0
5oh2,2/pdbbind2016_refined_train_3dnn/5oh2,4.24,0,0,0,0,0,0,0,0,0,0
5oh4,2/pdbbind2016_refined_train_3dnn/5oh4,4.55,0,0,0,0,0,0,0,0,0,0
5oh7,2/pdbbind2016_refined_train_3dnn/5oh7,4.37,0,0,0,0,0,0,0,0,0,0
5oh9,2/pdbbind2016_refined_train_3dnn/5oh9,3.86,0,0,0,0,0,0,0,0,0,0
5oha,2/pdbbind2016_refined_train_3dnn/5oha,4.89,0,0,0,0,0,0,0,0,0,0
5oht,2/pdbbind2016_refined_train_3dnn/5oht,6.02,0,0,0,0,0,0,0,0,0,0
5ohy,2/pdbbind2016_refined_train_3dnn/5ohy,5.17,0,0,0,0,0,0,0,0,0,0
5oku,2/pdbbind2016_refined_train_3dnn/5oku,6.26,0,0,0,0,0,0,0,0,0,0
5om3,2/pdbbind2016_refined_train_3dnn/5om3,4.1,0,0,0,0,0,0,0,0,0,0
5om7,2/pdbbind2016_refined_train_3dnn/5om7,5.74,0,0,0,0,0,0,0,0,0,0
5oot,2/pdbbind2016_refined_train_3dnn/5oot,7.55,0,0,0,0,0,0,0,0,0,0
5op5,2/pdbbind2016_refined_train_3dnn/5op5,6.67,0,0,0,0,0,0,0,0,0,0
5oq8,2/pdbbind2016_refined_train_3dnn/5oq8,5.85,0,0,0,0,0,0,0,0,0,0
5oqu,2/pdbbind2016_refined_train_3dnn/5oqu,3.61,0,0,0,0,0,0,0,0,0,0
5orh,2/pdbbind2016_refined_train_3dnn/5orh,4.39,0,0,0,0,0,0,0,0,0,0
5orj,2/pdbbind2016_refined_train_3dnn/5orj,4.77,0,0,0,0,0,0,0,0,0,0
5ork,2/pdbbind2016_refined_train_3dnn/5ork,3.63,0,0,0,0,0,0,0,0,0,0
5orv,2/pdbbind2016_refined_train_3dnn/5orv,2.89,0,0,0,0,0,0,0,0,0,0
5orw,2/pdbbind2016_refined_train_3dnn/5orw,3.1,0,0,0,0,0,0,0,0,0,0
5os2,2/pdbbind2016_refined_train_3dnn/5os2,2.74,0,0,0,0,0,0,0,0,0,0
5os4,2/pdbbind2016_refined_train_3dnn/5os4,2.78,0,0,0,0,0,0,0,0,0,0
5os5,2/pdbbind2016_refined_train_3dnn/5os5,3.39,0,0,0,0,0,0,0,0,0,0
5os7,2/pdbbind2016_refined_train_3dnn/5os7,3.69,0,0,0,0,0,0,0,0,0,0
5os8,2/pdbbind2016_refined_train_3dnn/5os8,3.98,0,0,0,0,0,0,0,0,0,0
5ose,2/pdbbind2016_refined_train_3dnn/5ose,3.17,0,0,0,0,0,0,0,0,0,0
5osl,2/pdbbind2016_refined_train_3dnn/5osl,3.43,0,0,0,0,0,0,0,0,0,0
5oss,2/pdbbind2016_refined_train_3dnn/5oss,4.55,0,0,0,0,0,0,0,0,0,0
5ot9,2/pdbbind2016_refined_train_3dnn/5ot9,4.07,0,0,0,0,0,0,0,0,0,0
5ota,2/pdbbind2016_refined_train_3dnn/5ota,5.74,0,0,0,0,0,0,0,0,0,0
5otc,2/pdbbind2016_refined_train_3dnn/5otc,4.71,0,0,0,0,0,0,0,0,0,0
5otr,2/pdbbind2016_refined_train_3dnn/5otr,4.92,0,0,0,0,0,0,0,0,0,0
5otz,2/pdbbind2016_refined_train_3dnn/5otz,5.19,0,0,0,0,0,0,0,0,0,0
5ouh,2/pdbbind2016_refined_train_3dnn/5ouh,5.67,0,0,0,0,0,0,0,0,0,0
5ov8,2/pdbbind2016_refined_train_3dnn/5ov8,4.74,0,0,0,0,0,0,0,0,0,0
5ovc,2/pdbbind2016_refined_train_3dnn/5ovc,5.96,0,0,0,0,0,0,0,0,0,0
5ovp,2/pdbbind2016_refined_train_3dnn/5ovp,5.04,0,0,0,0,0,0,0,0,0,0
5ovr,2/pdbbind2016_refined_train_3dnn/5ovr,4.57,0,0,0,0,0,0,0,0,0,0
5ovx,2/pdbbind2016_refined_train_3dnn/5ovx,4.5,0,0,0,0,0,0,0,0,0,0
5owl,2/pdbbind2016_refined_train_3dnn/5owl,5.92,0,0,0,0,0,0,0,0,0,0
5oxk,2/pdbbind2016_refined_train_3dnn/5oxk,2.17,0,0,0,0,0,0,0,0,0,0
5qa8,2/pdbbind2016_refined_train_3dnn/5qa8,3.77,0,0,0,0,0,0,0,0,0,0
5qal,2/pdbbind2016_refined_train_3dnn/5qal,3.46,0,0,0,0,0,0,0,0,0,0
5qay,2/pdbbind2016_refined_train_3dnn/5qay,3.23,0,0,0,0,0,0,0,0,0,0
5qqp,2/pdbbind2016_refined_train_3dnn/5qqp,8.28,0,0,0,0,0,0,0,0,0,0
5qtt,2/pdbbind2016_refined_train_3dnn/5qtt,8.47,0,0,0,0,0,0,0,0,0,0
5std,2/pdbbind2016_refined_train_3dnn/5std,10.49,0,0,0,0,0,0,0,0,0,0
5sxm,2/pdbbind2016_refined_train_3dnn/5sxm,8.54,0,0,0,0,0,0,0,0,0,0
5sym,2/pdbbind2016_refined_train_3dnn/5sym,6.55,0,0,0,0,0,0,0,0,0,0
5sz0,2/pdbbind2016_refined_train_3dnn/5sz0,9.1,0,0,0,0,0,0,0,0,0,0
5sz1,2/pdbbind2016_refined_train_3dnn/5sz1,8.92,0,0,0,0,0,0,0,0,0,0
5sz2,2/pdbbind2016_refined_train_3dnn/5sz2,8.7,0,0,0,0,0,0,0,0,0,0
5sz3,2/pdbbind2016_refined_train_3dnn/5sz3,8.6,0,0,0,0,0,0,0,0,0,0
5sz4,2/pdbbind2016_refined_train_3dnn/5sz4,9.7,0,0,0,0,0,0,0,0,0,0
5sz5,2/pdbbind2016_refined_train_3dnn/5sz5,7.7,0,0,0,0,0,0,0,0,0,0
5sz6,2/pdbbind2016_refined_train_3dnn/5sz6,7.0,0,0,0,0,0,0,0,0,0,0
5sz7,2/pdbbind2016_refined_train_3dnn/5sz7,9.7,0,0,0,0,0,0,0,0,0,0
5t19,2/pdbbind2016_refined_train_3dnn/5t19,4.49,0,0,0,0,0,0,0,0,0,0
5t7s,2/pdbbind2016_refined_train_3dnn/5t7s,4.1,0,0,0,0,0,0,0,0,0,0
5t8o,2/pdbbind2016_refined_train_3dnn/5t8o,6.51,0,0,0,0,0,0,0,0,0,0
5t9u,2/pdbbind2016_refined_train_3dnn/5t9u,7.6,0,0,0,0,0,0,0,0,0,0
5t9w,2/pdbbind2016_refined_train_3dnn/5t9w,5.59,0,0,0,0,0,0,0,0,0,0
5t9z,2/pdbbind2016_refined_train_3dnn/5t9z,7.19,0,0,0,0,0,0,0,0,0,0
5ta2,2/pdbbind2016_refined_train_3dnn/5ta2,7.96,0,0,0,0,0,0,0,0,0,0
5ta4,2/pdbbind2016_refined_train_3dnn/5ta4,7.62,0,0,0,0,0,0,0,0,0,0
5tb6,2/pdbbind2016_refined_train_3dnn/5tb6,5.82,0,0,0,0,0,0,0,0,0,0
5tbe,2/pdbbind2016_refined_train_3dnn/5tbe,8.97,0,0,0,0,0,0,0,0,0,0
5tbm,2/pdbbind2016_refined_train_3dnn/5tbm,7.31,0,0,0,0,0,0,0,0,0,0
5tcj,2/pdbbind2016_refined_train_3dnn/5tcj,7.38,0,0,0,0,0,0,0,0,0,0
5tcy,2/pdbbind2016_refined_train_3dnn/5tcy,7.66,0,0,0,0,0,0,0,0,0,0
5tef,2/pdbbind2016_refined_train_3dnn/5tef,5.4,0,0,0,0,0,0,0,0,0,0
5tfx,2/pdbbind2016_refined_train_3dnn/5tfx,7.22,0,0,0,0,0,0,0,0,0,0
5th4,2/pdbbind2016_refined_train_3dnn/5th4,2.85,0,0,0,0,0,0,0,0,0,0
5tkj,2/pdbbind2016_refined_train_3dnn/5tkj,8.15,0,0,0,0,0,0,0,0,0,0
5tkk,2/pdbbind2016_refined_train_3dnn/5tkk,8.28,0,0,0,0,0,0,0,0,0,0
5tmp,2/pdbbind2016_refined_train_3dnn/5tmp,7.47,0,0,0,0,0,0,0,0,0,0
5tp0,2/pdbbind2016_refined_train_3dnn/5tp0,5.44,0,0,0,0,0,0,0,0,0,0
5tt3,2/pdbbind2016_refined_train_3dnn/5tt3,6.71,0,0,0,0,0,0,0,0,0,0
5ttw,2/pdbbind2016_refined_train_3dnn/5ttw,5.96,0,0,0,0,0,0,0,0,0,0
5tuo,2/pdbbind2016_refined_train_3dnn/5tuo,6.49,0,0,0,0,0,0,0,0,0,0
5tuz,2/pdbbind2016_refined_train_3dnn/5tuz,7.4,0,0,0,0,0,0,0,0,0,0
5twj,2/pdbbind2016_refined_train_3dnn/5twj,5.25,0,0,0,0,0,0,0,0,0,0
5txy,2/pdbbind2016_refined_train_3dnn/5txy,5.46,0,0,0,0,0,0,0,0,0,0
5ty9,2/pdbbind2016_refined_train_3dnn/5ty9,5.21,0,0,0,0,0,0,0,0,0,0
5tya,2/pdbbind2016_refined_train_3dnn/5tya,4.48,0,0,0,0,0,0,0,0,0,0
5u0d,2/pdbbind2016_refined_train_3dnn/5u0d,4.54,0,0,0,0,0,0,0,0,0,0
5u0e,2/pdbbind2016_refined_train_3dnn/5u0e,5.11,0,0,0,0,0,0,0,0,0,0
5u0f,2/pdbbind2016_refined_train_3dnn/5u0f,5.47,0,0,0,0,0,0,0,0,0,0
5u0g,2/pdbbind2016_refined_train_3dnn/5u0g,4.58,0,0,0,0,0,0,0,0,0,0
5u0w,2/pdbbind2016_refined_train_3dnn/5u0w,4.24,0,0,0,0,0,0,0,0,0,0
5u0y,2/pdbbind2016_refined_train_3dnn/5u0y,6.08,0,0,0,0,0,0,0,0,0,0
5u0z,2/pdbbind2016_refined_train_3dnn/5u0z,6.19,0,0,0,0,0,0,0,0,0,0
5u11,2/pdbbind2016_refined_train_3dnn/5u11,5.35,0,0,0,0,0,0,0,0,0,0
5u12,2/pdbbind2016_refined_train_3dnn/5u12,5.07,0,0,0,0,0,0,0,0,0,0
5u13,2/pdbbind2016_refined_train_3dnn/5u13,5.41,0,0,0,0,0,0,0,0,0,0
5u14,2/pdbbind2016_refined_train_3dnn/5u14,5.34,0,0,0,0,0,0,0,0,0,0
5u28,2/pdbbind2016_refined_train_3dnn/5u28,7.17,0,0,0,0,0,0,0,0,0,0
5u49,2/pdbbind2016_refined_train_3dnn/5u49,6.14,0,0,0,0,0,0,0,0,0,0
5u4b,2/pdbbind2016_refined_train_3dnn/5u4b,5.74,0,0,0,0,0,0,0,0,0,0
5u6j,2/pdbbind2016_refined_train_3dnn/5u6j,7.64,0,0,0,0,0,0,0,0,0,0
5u8c,2/pdbbind2016_refined_train_3dnn/5u8c,7.53,0,0,0,0,0,0,0,0,0,0
5uc4,2/pdbbind2016_refined_train_3dnn/5uc4,6.46,0,0,0,0,0,0,0,0,0,0
5ucj,2/pdbbind2016_refined_train_3dnn/5ucj,6.36,0,0,0,0,0,0,0,0,0,0
5ueu,2/pdbbind2016_refined_train_3dnn/5ueu,7.78,0,0,0,0,0,0,0,0,0,0
5uez,2/pdbbind2016_refined_train_3dnn/5uez,6.01,0,0,0,0,0,0,0,0,0,0
5uf0,2/pdbbind2016_refined_train_3dnn/5uf0,3.8,0,0,0,0,0,0,0,0,0,0
5ufc,2/pdbbind2016_refined_train_3dnn/5ufc,5.16,0,0,0,0,0,0,0,0,0,0
5uff,2/pdbbind2016_refined_train_3dnn/5uff,4.24,0,0,0,0,0,0,0,0,0,0
5ufp,2/pdbbind2016_refined_train_3dnn/5ufp,7.37,0,0,0,0,0,0,0,0,0,0
5ufr,2/pdbbind2016_refined_train_3dnn/5ufr,8.7,0,0,0,0,0,0,0,0,0,0
5ufs,2/pdbbind2016_refined_train_3dnn/5ufs,8.49,0,0,0,0,0,0,0,0,0,0
5uk8,2/pdbbind2016_refined_train_3dnn/5uk8,6.4,0,0,0,0,0,0,0,0,0,0
5ula,2/pdbbind2016_refined_train_3dnn/5ula,7.11,0,0,0,0,0,0,0,0,0,0
5uln,2/pdbbind2016_refined_train_3dnn/5uln,7.85,0,0,0,0,0,0,0,0,0,0
5ulp,2/pdbbind2016_refined_train_3dnn/5ulp,4.61,0,0,0,0,0,0,0,0,0,0
5ult,2/pdbbind2016_refined_train_3dnn/5ult,10.85,0,0,0,0,0,0,0,0,0,0
5umx,2/pdbbind2016_refined_train_3dnn/5umx,5.96,0,0,0,0,0,0,0,0,0,0
5umy,2/pdbbind2016_refined_train_3dnn/5umy,6.97,0,0,0,0,0,0,0,0,0,0
5uoo,2/pdbbind2016_refined_train_3dnn/5uoo,8.85,0,0,0,0,0,0,0,0,0,0
5uov,2/pdbbind2016_refined_train_3dnn/5uov,10.6,0,0,0,0,0,0,0,0,0,0
5upe,2/pdbbind2016_refined_train_3dnn/5upe,8.05,0,0,0,0,0,0,0,0,0,0
5upf,2/pdbbind2016_refined_train_3dnn/5upf,8.6,0,0,0,0,0,0,0,0,0,0
5upj,2/pdbbind2016_refined_train_3dnn/5upj,7.12,0,0,0,0,0,0,0,0,0,0
5upz,2/pdbbind2016_refined_train_3dnn/5upz,9.2,0,0,0,0,0,0,0,0,0,0
5ut6,2/pdbbind2016_refined_train_3dnn/5ut6,4.24,0,0,0,0,0,0,0,0,0,0
5uxf,2/pdbbind2016_refined_train_3dnn/5uxf,7.06,0,0,0,0,0,0,0,0,0,0
5v0n,2/pdbbind2016_refined_train_3dnn/5v0n,7.17,0,0,0,0,0,0,0,0,0,0
5v79,2/pdbbind2016_refined_train_3dnn/5v79,6.41,0,0,0,0,0,0,0,0,0,0
5v7a,2/pdbbind2016_refined_train_3dnn/5v7a,6.38,0,0,0,0,0,0,0,0,0,0
5v82,2/pdbbind2016_refined_train_3dnn/5v82,10.15,0,0,0,0,0,0,0,0,0,0
5var,2/pdbbind2016_refined_train_3dnn/5var,4.09,0,0,0,0,0,0,0,0,0,0
5vb7,2/pdbbind2016_refined_train_3dnn/5vb7,6.72,0,0,0,0,0,0,0,0,0,0
5vc4,2/pdbbind2016_refined_train_3dnn/5vc4,7.36,0,0,0,0,0,0,0,0,0,0
5vcv,2/pdbbind2016_refined_train_3dnn/5vcv,6.82,0,0,0,0,0,0,0,0,0,0
5vcw,2/pdbbind2016_refined_train_3dnn/5vcw,5.96,0,0,0,0,0,0,0,0,0,0
5vcy,2/pdbbind2016_refined_train_3dnn/5vcy,6.57,0,0,0,0,0,0,0,0,0,0
5vd0,2/pdbbind2016_refined_train_3dnn/5vd0,6.49,0,0,0,0,0,0,0,0,0,0
5vd1,2/pdbbind2016_refined_train_3dnn/5vd1,6.0,0,0,0,0,0,0,0,0,0,0
5vd2,2/pdbbind2016_refined_train_3dnn/5vd2,7.1,0,0,0,0,0,0,0,0,0,0
5vd3,2/pdbbind2016_refined_train_3dnn/5vd3,5.55,0,0,0,0,0,0,0,0,0,0
5vgy,2/pdbbind2016_refined_train_3dnn/5vgy,4.18,0,0,0,0,0,0,0,0,0,0
5vh0,2/pdbbind2016_refined_train_3dnn/5vh0,4.52,0,0,0,0,0,0,0,0,0,0
5vi6,2/pdbbind2016_refined_train_3dnn/5vi6,8.52,0,0,0,0,0,0,0,0,0,0
5vih,2/pdbbind2016_refined_train_3dnn/5vih,7.49,0,0,0,0,0,0,0,0,0,0
5vij,2/pdbbind2016_refined_train_3dnn/5vij,7.61,0,0,0,0,0,0,0,0,0,0
5vja,2/pdbbind2016_refined_train_3dnn/5vja,6.59,0,0,0,0,0,0,0,0,0,0
5vkc,2/pdbbind2016_refined_train_3dnn/5vkc,8.74,0,0,0,0,0,0,0,0,0,0
5vp9,2/pdbbind2016_refined_train_3dnn/5vp9,8.99,0,0,0,0,0,0,0,0,0,0
5vr8,2/pdbbind2016_refined_train_3dnn/5vr8,6.87,0,0,0,0,0,0,0,0,0,0
5vsf,2/pdbbind2016_refined_train_3dnn/5vsf,7.03,0,0,0,0,0,0,0,0,0,0
5vsj,2/pdbbind2016_refined_train_3dnn/5vsj,4.02,0,0,0,0,0,0,0,0,0,0
5vyy,2/pdbbind2016_refined_train_3dnn/5vyy,6.21,0,0,0,0,0,0,0,0,0,0
5w1e,2/pdbbind2016_refined_train_3dnn/5w1e,5.24,0,0,0,0,0,0,0,0,0,0
5w2s,2/pdbbind2016_refined_train_3dnn/5w2s,7.33,0,0,0,0,0,0,0,0,0,0
5w44,2/pdbbind2016_refined_train_3dnn/5w44,6.44,0,0,0,0,0,0,0,0,0,0
5wa5,2/pdbbind2016_refined_train_3dnn/5wa5,6.72,0,0,0,0,0,0,0,0,0,0
5wa8,2/pdbbind2016_refined_train_3dnn/5wa8,6.23,0,0,0,0,0,0,0,0,0,0
5wa9,2/pdbbind2016_refined_train_3dnn/5wa9,6.76,0,0,0,0,0,0,0,0,0,0
5wal,2/pdbbind2016_refined_train_3dnn/5wal,8.77,0,0,0,0,0,0,0,0,0,0
5wbm,2/pdbbind2016_refined_train_3dnn/5wbm,4.7,0,0,0,0,0,0,0,0,0,0
5wbo,2/pdbbind2016_refined_train_3dnn/5wbo,4.21,0,0,0,0,0,0,0,0,0,0
5wcm,2/pdbbind2016_refined_train_3dnn/5wcm,4.0,0,0,0,0,0,0,0,0,0,0
5we9,2/pdbbind2016_refined_train_3dnn/5we9,7.22,0,0,0,0,0,0,0,0,0,0
5wex,2/pdbbind2016_refined_train_3dnn/5wex,7.18,0,0,0,0,0,0,0,0,0,0
5wgp,2/pdbbind2016_refined_train_3dnn/5wgp,5.62,0,0,0,0,0,0,0,0,0,0
5wij,2/pdbbind2016_refined_train_3dnn/5wij,6.31,0,0,0,0,0,0,0,0,0,0
5win,2/pdbbind2016_refined_train_3dnn/5win,7.03,0,0,0,0,0,0,0,0,0,0
5wl0,2/pdbbind2016_refined_train_3dnn/5wl0,9.17,0,0,0,0,0,0,0,0,0,0
5wlo,2/pdbbind2016_refined_train_3dnn/5wlo,10.82,0,0,0,0,0,0,0,0,0,0
5wmg,2/pdbbind2016_refined_train_3dnn/5wmg,8.21,0,0,0,0,0,0,0,0,0,0
5wp5,2/pdbbind2016_refined_train_3dnn/5wp5,5.34,0,0,0,0,0,0,0,0,0,0
5wqc,2/pdbbind2016_refined_train_3dnn/5wqc,8.96,0,0,0,0,0,0,0,0,0,0
5wuk,2/pdbbind2016_refined_train_3dnn/5wuk,7.85,0,0,0,0,0,0,0,0,0,0
5wxh,2/pdbbind2016_refined_train_3dnn/5wxh,6.15,0,0,0,0,0,0,0,0,0,0
5wyx,2/pdbbind2016_refined_train_3dnn/5wyx,6.66,0,0,0,0,0,0,0,0,0,0
5wyz,2/pdbbind2016_refined_train_3dnn/5wyz,7.68,0,0,0,0,0,0,0,0,0,0
5x62,2/pdbbind2016_refined_train_3dnn/5x62,6.42,0,0,0,0,0,0,0,0,0,0
5x74,2/pdbbind2016_refined_train_3dnn/5x74,8.64,0,0,0,0,0,0,0,0,0,0
5xg5,2/pdbbind2016_refined_train_3dnn/5xg5,3.48,0,0,0,0,0,0,0,0,0,0
5xpi,2/pdbbind2016_refined_train_3dnn/5xpi,5.28,0,0,0,0,0,0,0,0,0,0
5xsr,2/pdbbind2016_refined_train_3dnn/5xsr,7.69,0,0,0,0,0,0,0,0,0,0
5xva,2/pdbbind2016_refined_train_3dnn/5xva,7.29,0,0,0,0,0,0,0,0,0,0
5xvg,2/pdbbind2016_refined_train_3dnn/5xvg,8.05,0,0,0,0,0,0,0,0,0,0
5y12,2/pdbbind2016_refined_train_3dnn/5y12,6.23,0,0,0,0,0,0,0,0,0,0
5y13,2/pdbbind2016_refined_train_3dnn/5y13,5.94,0,0,0,0,0,0,0,0,0,0
5y94,2/pdbbind2016_refined_train_3dnn/5y94,6.79,0,0,0,0,0,0,0,0,0,0
5ya5,2/pdbbind2016_refined_train_3dnn/5ya5,6.72,0,0,0,0,0,0,0,0,0,0
5yas,2/pdbbind2016_refined_train_3dnn/5yas,3.26,0,0,0,0,0,0,0,0,0,0
5yft,2/pdbbind2016_refined_train_3dnn/5yft,5.0,0,0,0,0,0,0,0,0,0,0
5yh8,2/pdbbind2016_refined_train_3dnn/5yh8,6.78,0,0,0,0,0,0,0,0,0,0
5yhe,2/pdbbind2016_refined_train_3dnn/5yhe,6.69,0,0,0,0,0,0,0,0,0,0
5yhg,2/pdbbind2016_refined_train_3dnn/5yhg,6.02,0,0,0,0,0,0,0,0,0,0
5yj8,2/pdbbind2016_refined_train_3dnn/5yj8,3.98,0,0,0,0,0,0,0,0,0,0
5yjm,2/pdbbind2016_refined_train_3dnn/5yjm,7.68,0,0,0,0,0,0,0,0,0,0
5yl2,2/pdbbind2016_refined_train_3dnn/5yl2,4.5,0,0,0,0,0,0,0,0,0,0
5yqx,2/pdbbind2016_refined_train_3dnn/5yqx,6.96,0,0,0,0,0,0,0,0,0,0
5yum,2/pdbbind2016_refined_train_3dnn/5yum,3.65,0,0,0,0,0,0,0,0,0,0
5yz2,2/pdbbind2016_refined_train_3dnn/5yz2,4.95,0,0,0,0,0,0,0,0,0,0
5z7b,2/pdbbind2016_refined_train_3dnn/5z7b,4.89,0,0,0,0,0,0,0,0,0,0
5z7j,2/pdbbind2016_refined_train_3dnn/5z7j,6.6,0,0,0,0,0,0,0,0,0,0
5za7,2/pdbbind2016_refined_train_3dnn/5za7,5.87,0,0,0,0,0,0,0,0,0,0
5za8,2/pdbbind2016_refined_train_3dnn/5za8,6.29,0,0,0,0,0,0,0,0,0,0
